source,code,name,brand,normalized_name,unit,packing,size,capacity,price,price_after_promotion,promotion,url,note,crawl_date,product_key
kingfoodmart,bia-platinum-wheat-4-5-tiger-330ml-1-lon,Bia platinum wheat 4.5% Tiger 330ml (1 Lon),Tiger,bia platinum wheat 4 5 tiger 330ml 1 lon,Lon,1,,330ml,24000,24000,,https://kingfoodmart.com/bia-co-con/bia-platinum-wheat-4-5-tiger-330ml-1-lon,,2025-11-23,TIGER_330ML_1
kingfoodmart,thung-bia-wheat-5-4-san-miguel-490ml-24-lon,Thùng bia Wheat 5.4% San Miguel 490ml (24 Lon),San Miguel,thung bia wheat 5 4 san miguel 490ml 24 lon,Thùng,24,,490ml,849000,849000,,https://kingfoodmart.com/bia-co-con/thung-bia-wheat-5-4-san-miguel-490ml-24-lon,,2025-11-23,SANMIGUEL_490ML_24
kingfoodmart,bia-chill-4-6-sai-gon-lon-250ml-1-lon,Bia Chill 4.6% Sài Gòn lon 250ml (1 Lon),Sài Gòn,bia chill 4 6 sai gon lon 250ml 1 lon,Lon,1,,250ml,13000,13000,,https://kingfoodmart.com/bia-co-con/bia-chill-4-6-sai-gon-lon-250ml-1-lon,,2025-11-23,SÀIGÒN_250ML_1
kingfoodmart,loc-bia-chill-4-6-sai-gon-lon-250ml-6-lon,Lốc bia Chill 4.6% Sài Gòn lon 250ml (6 Lon),Sài Gòn,loc bia chill 4 6 sai gon lon 250ml 6 lon,Lon,6,,250ml,70000,70000,,https://kingfoodmart.com/bia-co-con/loc-bia-chill-4-6-sai-gon-lon-250ml-6-lon,,2025-11-23,SÀIGÒN_250ML_6
kingfoodmart,thung-bia-chill-4-6-sai-gon-lon-250ml-24-lon,Thùng bia Chill 4.6% Sài Gòn lon 250ml (24 Lon),Sài Gòn,thung bia chill 4 6 sai gon lon 250ml 24 lon,Thùng,24,,250ml,268000,268000,,https://kingfoodmart.com/bia-co-con/thung-bia-chill-4-6-sai-gon-lon-250ml-24-lon,,2025-11-23,SÀIGÒN_250ML_24
kingfoodmart,thung-bia-traditional-bock-6-0-gubernija-568ml-24-lon,Thùng bia traditional bock 6.0% Gubernija 568ml (24 Lon),,thung bia traditional bock 6 0 gubernija 568ml 24 lon,Thùng,24,,568ml,1170000,1170000,,https://kingfoodmart.com/bia-co-con/thung-bia-traditional-bock-6-0-gubernija-568ml-24-lon,,2025-11-23,568ML_24
kingfoodmart,thung-bia-pilsner-4-9-feldschlob-500ml-24-lon,Thùng bia Pilsner 4.9% Feldschlob 500ml (24 lon),,thung bia pilsner 4 9 feldschlob 500ml 24 lon,Thùng,24,,500ml,1170000,1170000,,https://kingfoodmart.com/bia-co-con/thung-bia-pilsner-4-9-feldschlob-500ml-24-lon,,2025-11-23,500ML_24
kingfoodmart,thung-bia-vang-5-budvar-500ml-24-lon,Thùng bia vàng 5% Budvar 500ml (24 lon),,thung bia vang 5 budvar 500ml 24 lon,Thùng,24,,500ml,1165000,1165000,,https://kingfoodmart.com/bia-co-con/thung-bia-vang-5-budvar-500ml-24-lon,,2025-11-23,500ML_24
kingfoodmart,thung-bia-craft-east-west-pale-ale-6-0-lon-330ml-12-lon-58318,Thùng bia Craft East West Pale Ale 6.0% lon 330ml (12 Lon),East West,thung bia craft east west pale ale 6 0 lon 330ml 12 lon,Thùng,12,,330ml,475000,475000,,https://kingfoodmart.com/bia-co-con/thung-bia-craft-east-west-pale-ale-6-0-lon-330ml-12-lon-58318,,2025-11-23,EASTWEST_330ML_12
kingfoodmart,bia-hopfenwunder-dinkelacker-chai-5-330ml-1-chai-72704,Bia Hopfenwunder Dinkelacker chai 5% 330ml (1 Chai),,bia hopfenwunder dinkelacker chai 5 330ml 1 chai,Chai,1,,330ml,69000,69000,,https://kingfoodmart.com/bia-co-con/bia-hopfenwunder-dinkelacker-chai-5-330ml-1-chai-72704,,2025-11-23,330ML_1
